trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.5, 'e': 0.025476469946681016}",20,11,16.811136567782718,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.025222974835227212}",20,6,9.469284683720097,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.024972002042276155}",30,8,35.73220070564764,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.024723526470339388}",25,17,16.67160685217398,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.02447752327165267}",25,6,-28.79845845773823,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
373,False,"{'a': 0.5, 'e': 0.024233967845691113}",30,14,29.37709131495719,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.023992835836709175}",30,2,42.068688253094585,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.023754103131304997}",20,10,19.757349979977718,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.023517745856009107}",25,20,10.712258013383527,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.023283740374897}",25,12,26.73116427198885,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.02305206328722557}",25,4,30.81922114844776,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.02282269142509297}",20,0,34.2224434189951,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
380,False,"{'a': 0.5, 'e': 0.022595601851121864}",25,8,25.767458569602383,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.02237077185616559}",20,14,-29.911462848546993,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
382,False,"{'a': 0.5, 'e': 0.022148178957037315}",20,16,6.6524416633919365,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.02192780089426161}",20,7,18.895049386553268,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.02170961562984857}",25,5,29.53770252188301,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.021493601345089923}",20,3,28.639841318671017,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.02127973643837717}",25,12,21.76225701008442,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.021067999523041434}",20,12,14.587120294678488,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.02085836942521472}",25,7,34.403941584579904,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.020650825181712566}",25,9,31.48295794473073,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.020445346037937653}",30,23,12.908742616254614,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.02024191144580439}",20,0,14.34476504655875,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
392,False,"{'a': 0.5, 'e': 0.020040501061684014}",20,8,8.121410316390119,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
393,False,"{'a': 0.1, 'e': 0.019841094744370288}",25,11,22.840759186313264,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.1, 'e': 0.019643672553065292}",25,12,21.388141319201935,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.1, 'e': 0.01944821474538539}",30,15,24.68552846991496,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.1, 'e': 0.01925470177538692}",25,8,23.48074059518063,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.1, 'e': 0.019063114291611637}",30,16,26.30954247209285,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.1, 'e': 0.018873433135151486}",30,16,19.778050999624938,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.1, 'e': 0.018685639337732773}",20,7,20.69178915767855,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.1, 'e': 0.018499714119819242}",20,3,30.989904209420466,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.1, 'e': 0.01831563888873418}",25,9,31.356353824016605,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.1, 'e': 0.018133395236801075}",20,0,27.775241326109878,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
403,False,"{'a': 0.1, 'e': 0.01795296493950285}",25,8,27.12129253168964,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.1, 'e': 0.01777432995365944}",20,4,25.08164268162085,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.1, 'e': 0.017597472415623393}",20,3,28.40960432084859,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.1, 'e': 0.017422374639493515}",20,7,24.697880587197815,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.1, 'e': 0.017249019115346265}",25,0,34.64748499625043,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.1, 'e': 0.017077388507484793}",20,14,10.485521146743281,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.1, 'e': 0.01690746565270528}",25,7,34.54990100437569,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.1, 'e': 0.016739233558580632}",20,12,15.543589625209107,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.1, 'e': 0.016572675401761255}",30,21,10.826085127439837,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.1, 'e': 0.016407774526292645}",20,13,9.76347750645595,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.1, 'e': 0.01624451444194987}",35,19,30.898336637003663,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.1, 'e': 0.016082878822588433}",25,0,39.97876060043793,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
415,False,"{'a': 0.1, 'e': 0.015922851504511698}",20,10,18.330487968241886,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.1, 'e': 0.015764416484854486}",20,9,10.52747670886605,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
417,False,"{'a': 0.1, 'e': 0.01560755791998283}",20,9,14.04088729373601,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.1, 'e': 0.015452260123909515}",30,18,20.19468111288305,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.1, 'e': 0.015298507566725518}",25,10,-15.653851577971619,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
420,False,"{'a': 0.1, 'e': 0.01514628487304698}",20,7,21.389642695845993,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.1, 'e': 0.014995576820477703}",20,12,15.972472280927294,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.1, 'e': 0.014846368338086832}",20,8,17.91046341354804,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.1, 'e': 0.014698644504901784}",20,3,24.54799948604923,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.1, 'e': 0.014552390548416123}",25,5,18.418851383538545,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
425,False,"{'a': 0.1, 'e': 0.01440759184311235}",20,10,15.248186488138455,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.1, 'e': 0.014264233908999256}",30,15,30.24773639755429,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.1, 'e': 0.014122302410163962}",20,13,12.443477344083925,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.1, 'e': 0.013981783153338296}",20,6,21.398378892675932,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.1, 'e': 0.013842662086479501}",25,10,30.599607421807384,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.1, 'e': 0.013704925297364945}",20,9,7.230214701261162,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.1, 'e': 0.013568559012200934}",20,11,14.257957436400543,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.1, 'e': 0.013433549594245302}",30,13,17.35145262154396,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.1, 'e': 0.013299883542443767}",35,18,26.08236147231105,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.1, 'e': 0.013167547490079751}",20,8,21.191454795503343,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.1, 'e': 0.013036528203437736}",25,0,39.95665605659016,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
436,False,"{'a': 0.1, 'e': 0.012906812580479862}",20,12,-8.745834370025358,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
437,False,"{'a': 0.1, 'e': 0.01277838764953576}",20,0,-11.592576125711414,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
438,False,"{'a': 0.1, 'e': 0.012651240568005305}",25,14,20.843750625598727,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.1, 'e': 0.012525358621074385}",30,20,2.642028813328933,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.1, 'e': 0.012400729220443406}",25,16,17.568481373358455,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.1, 'e': 0.012277339903068436}",30,23,12.500809781639218,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.1, 'e': 0.012155178329914935}",20,3,25.922501670240468,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.1, 'e': 0.012034232284723775}",20,0,16.480367843109516,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
444,False,"{'a': 0.1, 'e': 0.011914489672789647}",20,7,21.655942701798722,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.1, 'e': 0.011795938519751562}",20,0,18.015828937575055,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
446,False,"{'a': 0.1, 'e': 0.011678566970395442}",20,16,7.884998297143208,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.1, 'e': 0.011562363287468536}",25,20,9.820061175001442,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.1, 'e': 0.01144731585050571}",20,3,24.492177016893283,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.1, 'e': 0.011333413154667387}",20,8,20.360165410572385,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.1, 'e': 0.011220643809589084}",20,7,21.67084274732695,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.1, 'e': 0.011108996538242306}",20,13,13.026030194239134,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.1, 'e': 0.010998460175806881}",20,14,13.096709083044555,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.1, 'e': 0.01088902366855444}",30,12,28.89242459486293,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.1, 'e': 0.010780676072743084}",25,20,8.046638310817302,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.1, 'e': 0.010673406553522925}",20,4,27.307273537037332,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.1, 'e': 0.010567204383852655}",30,20,17.470935636868578,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.1, 'e': 0.010462058943426795}",20,0,-7.061750984708439,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
458,False,"{'a': 0.1, 'e': 0.010357959717613696}",35,3,46.17656540099501,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.1, 'e': 0.010254896296404022}",20,0,29.01529134416156,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
460,False,"{'a': 0.1, 'e': 0.010152858373369763}",20,10,20.168353465251897,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.1, 'e': 0.010051835744633576}",25,15,16.013805736521853,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.1, 'e': 0.00995181830784842}",20,0,29.114445481440782,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",20,8,24.394910976701354,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,7,31.726209458358817,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,15,20.200503896367735,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,11,14.543680094275269,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,10,19.171343230704174,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,8,29.942975660135343,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,9,26.145290384712983,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,3,31.448277978172293,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,0,29.326079354057697,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",20,0,30.470435137603324,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
11,True,"{'a': 0, 'e': 0}",25,11,24.09169521402391,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,11,13.838970402409494,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,10,25.72512362240002,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,14,10.700600312168486,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,4,29.284948351829595,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,12,23.387605383568562,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,11,21.87420818089388,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",35,26,14.168366806240748,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,16,9.518216584295446,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,6,25.27584421078758,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
